"ID","Name_submitted","Overall_score","Name_matched_id","Name_matched","Name_score","Name_matched_rank","Author_submitted","Author_matched","Author_score","Canonical_author","Name_matched_accepted_family","Genus_submitted","Genus_matched","Genus_score","Specific_epithet_submitted","Specific_epithet_matched","Specific_epithet_score","Family_submitted","Family_matched","Family_score","Infraspecific_rank","Infraspecific_epithet_matched","Infraspecific_epithet_score","Infraspecific_rank_2","Infraspecific_epithet_2_matched","Infraspecific_epithet_2_score","Annotations","Unmatched_terms","Name_matched_url","Name_matched_lsid","Phonetic","Taxonomic_status","Accepted_name","Accepted_species","Accepted_name_author","Accepted_name_id","Accepted_name_rank","Accepted_name_url","Accepted_name_lsid","Accepted_family","Overall_score_order","Highertaxa_score_order","Source","Warnings","selected","unique_id"
"1339","Primula apennina","1","477088","Primula apennina","1","species","","","","Widmer","Primulaceae","Primula","Primula","1","apennina","apennina","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000483481;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2564924","","Y","Accepted","Primula apennina","Primula apennina","Widmer","477088","species","http://www.worldfloraonline.org/taxon/wfo-0000483481;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2564924","","Primulaceae","1","1","wfo,wcvp","",true,1993
"1340","Primula beesiana","1","1090763","Primula beesiana","1","species","","","","Forrest","Primulaceae","Primula","Primula","1","beesiana","beesiana","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0001106045;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2565118","","Y","Synonym","Primula bulleyana subsp. beesiana","Primula bulleyana","(Forrest) A.J.Richards","1332757","subspecies","http://www.worldfloraonline.org/taxon/wfo-0001366455;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2565095","","Primulaceae","1","1","wfo,wcvp","",true,1994
"1341","Primula bulleyana","1","1090771","Primula bulleyana","1","species","","","","Forrest","Primulaceae","Primula","Primula","1","bulleyana","bulleyana","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0001106053;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2565143","","Y","Accepted","Primula bulleyana","Primula bulleyana","Forrest","1090771","species","http://www.worldfloraonline.org/taxon/wfo-0001106053;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2565143","","Primulaceae","1","1","wfo,wcvp","",true,1995
"1342","Primula florindae","1","1090819","Primula florindae","1","species","","","","Kingdon-Ward","Primulaceae","Primula","Primula","1","florindae","florindae","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0001106101;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2565481","","Y","Accepted","Primula florindae","Primula florindae","Kingdon-Ward","1090819","species","http://www.worldfloraonline.org/taxon/wfo-0001106101;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2565481","","Primulaceae","1","1","wfo,wcvp","",true,1996
"1343","Primula secundiflora","1","1090759","Primula secundiflora","1","species","","","","Franch.","Primulaceae","Primula","Primula","1","secundiflora","secundiflora","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0001106041;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2563696","","Y","Accepted","Primula secundiflora","Primula secundiflora","Franch.","1090759","species","http://www.worldfloraonline.org/taxon/wfo-0001106041;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2563696","","Primulaceae","1","1","wfo,wcvp","",true,1997
"1344","Primula tibetica","1","1091009","Primula tibetica","1","species","","","","G.Watt","Primulaceae","Primula","Primula","1","tibetica","tibetica","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0001106291;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2563846","","Y","Accepted","Primula tibetica","Primula tibetica","G.Watt","1091009","species","http://www.worldfloraonline.org/taxon/wfo-0001106291;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2563846","","Primulaceae","1","1","wfo,wcvp","",true,1998
"1345","Primulina cordata","1","741723","Primulina cordata","1","species","","","","Mich.Möller & A.Weber","Gesneriaceae","Primulina","Primulina","1","cordata","cordata","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000750057;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2904984","","Y","Accepted","Primulina cordata","Primulina cordata","Mich.Möller & A.Weber","741723","species","http://www.worldfloraonline.org/taxon/wfo-0000750057;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2904984","","Gesneriaceae","1","1","wfo,wcvp","",true,1999
"1346","Primulina glandulosa var. yangshuoensis","1","741572","Primulina glandulosa var. yangshuoensis","1","variety","","","","(F.Wen, Yue Wang & Q.X.Zhang) Mich.Möller & A.Weber","Gesneriaceae","Primulina","Primulina","1","glandulosa","glandulosa","1","","","","var.","yangshuoensis","1","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000749903","","Y","Accepted","Primulina glandulosa var. yangshuoensis","Primulina glandulosa","(F.Wen, Yue Wang & Q.X.Zhang) Mich.Möller & A.Weber","741572","variety","http://www.worldfloraonline.org/taxon/wfo-0000749903","","Gesneriaceae","1","1","wfo","",true,2000
"1347","Primulina lijiangensis","1","1376178","Primulina lijiangensis","1","species","","","","(B.Pan & W.B.Xu) W.B.Xu & K.F.Chung","Gesneriaceae","Primulina","Primulina","1","lijiangensis","lijiangensis","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0001429083;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2914713","","Y","Accepted","Primulina lijiangensis","Primulina lijiangensis","(B.Pan & W.B.Xu) W.B.Xu & K.F.Chung","1376178","species","http://www.worldfloraonline.org/taxon/wfo-0001429083;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2914713","","Gesneriaceae","1","1","wfo,wcvp","",true,2002
"1348","Primulina repanda var. guilinensis","1","741613","Primulina repanda var. guilinensis","1","variety","","","","(W.T.Wang) Mich.Möller & A.Weber","Gesneriaceae","Primulina","Primulina","1","repanda","repanda","1","","","","var.","guilinensis","1","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000749944","","Y","Accepted","Primulina repanda var. guilinensis","Primulina repanda","(W.T.Wang) Mich.Möller & A.Weber","741613","variety","http://www.worldfloraonline.org/taxon/wfo-0000749944","","Gesneriaceae","1","1","wfo","",true,2003
"1349","Psittacanthus auriculatus","1","1060383","Psittacanthus auriculatus","1","species","","","","Eichler","Loranthaceae","Psittacanthus","Psittacanthus","1","auriculatus","auriculatus","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0001074877","","Y","Accepted","Psittacanthus auriculatus","Psittacanthus auriculatus","Eichler","1060383","species","http://www.worldfloraonline.org/taxon/wfo-0001074877","","Loranthaceae","1","1","wfo","",true,2005
"1350","Psittacanthus calyculatus","1","462650","Psittacanthus calyculatus","1","species","","","","G.Don","Loranthaceae","Psittacanthus","Psittacanthus","1","calyculatus","calyculatus","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000468912","","Y","Accepted","Psittacanthus calyculatus","Psittacanthus calyculatus","G.Don","462650","species","http://www.worldfloraonline.org/taxon/wfo-0000468912","","Loranthaceae","1","1","wfo","",true,2007
"1351","Psittacanthus robustus","1","462310","Psittacanthus robustus","1","species","","","","Mart.","Loranthaceae","Psittacanthus","Psittacanthus","1","robustus","robustus","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000468570","","Y","Accepted","Psittacanthus robustus","Psittacanthus robustus","Mart.","462310","species","http://www.worldfloraonline.org/taxon/wfo-0000468570","","Loranthaceae","1","1","wfo","",true,2009
"1352","Psychotria accuminata","0.98428510306992","279746","Psychotria acuminata","0.98428510306992","species","","","","Benth.","Rubiaceae","Psychotria","Psychotria","1","accuminata","acuminata","0.9","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000284770;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:167073","","Y","Synonym","Palicourea acuminata","Palicourea acuminata","(Benth.) Borhidi","911639","species","http://www.worldfloraonline.org/taxon/wfo-0000920684;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:466193","","Rubiaceae","1","1","wfo,wcvp","",true,2011
"1353","Psychotria grandicarpa","1","280909","Psychotria grandicarpa","1","species","","","","Dwyer & M.V.Hayden","Rubiaceae","Psychotria","Psychotria","1","grandicarpa","grandicarpa","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000285937;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:168154","","Y","Synonym","Psychotria calophylla","Psychotria calophylla","Standl.","280198","species","http://www.worldfloraonline.org/taxon/wfo-0000285223;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:167493","","Rubiaceae","1","1","wfo,wcvp","",true,2012
"1354","Psychotria tonduzii","1","282834","Psychotria tonduzii","1","species","","","","Standl.","Rubiaceae","Psychotria","Psychotria","1","tonduzii","tonduzii","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000287862;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:169964","","Y","Synonym","Notopleura tonduzii","Notopleura tonduzii","(Standl.) C.M.Taylor","247482","species","http://www.worldfloraonline.org/taxon/wfo-0000252329;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:135955","","Rubiaceae","1","1","wfo,wcvp","",true,2013
"1355","Psychotria carthagenensis","1","280268","Psychotria carthagenensis","1","species","","","","Jacq.","Rubiaceae","Psychotria","Psychotria","1","carthagenensis","carthagenensis","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000285293;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:167558","","Y","Accepted","Psychotria carthagenensis","Psychotria carthagenensis","Jacq.","280268","species","http://www.worldfloraonline.org/taxon/wfo-0000285293;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:167558","","Rubiaceae","1","1","wfo,wcvp","",true,2014
"1356","Psychotria deflexa","1","280533","Psychotria deflexa","1","species","","","","DC.","Rubiaceae","Psychotria","Psychotria","1","deflexa","deflexa","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000285560;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:167801","","Y","Synonym","Palicourea deflexa","Palicourea deflexa","(DC.) Borhidi","911929","species","http://www.worldfloraonline.org/taxon/wfo-0000920976;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:466528","","Rubiaceae","1","1","wfo,wcvp","",true,2015
"1357","Psychotria goyazensis","1","280898","Psychotria goyazensis","1","species","","","","Müll.Arg.","Rubiaceae","Psychotria","Psychotria","1","goyazensis","goyazensis","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000285926;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:168144","","Y","Synonym","Palicourea goyazensis","Palicourea goyazensis","(Müll.Arg.) Borhidi","1375047","species","http://www.worldfloraonline.org/taxon/wfo-0001427223;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:526475","","Rubiaceae","1","1","wfo,wcvp","",true,2016
"1358","Psychotria horizontalis","1","281075","Psychotria horizontalis","1","species","","","","Sw.","Rubiaceae","Psychotria","Psychotria","1","horizontalis","horizontalis","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000286103;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:168311","","Y","Accepted","Psychotria horizontalis","Psychotria horizontalis","Sw.","281075","species","http://www.worldfloraonline.org/taxon/wfo-0000286103;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:168311","","Rubiaceae","1","1","wfo,wcvp","",true,2017
"1359","Psychotria nitidula","1","281810","Psychotria nitidula","1","species","","","","Cham. & Schltdl.","Rubiaceae","Psychotria","Psychotria","1","nitidula","nitidula","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000286838;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:168996","","Y","Synonym","Psychotria leiocarpa","Psychotria leiocarpa","Cham. & Schltdl.","281335","species","http://www.worldfloraonline.org/taxon/wfo-0000286363;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:168553","","Rubiaceae","1","1","wfo,wcvp","",true,2020
"1360","Psychotria poeppigiana","1","282147","Psychotria poeppigiana","1","species","","","","Müll.Arg.","Rubiaceae","Psychotria","Psychotria","1","poeppigiana","poeppigiana","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000287175;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:169310","","Y","Synonym","Palicourea tomentosa","Palicourea tomentosa","(Aubl.) Borhidi","911623","species","http://www.worldfloraonline.org/taxon/wfo-0000920668;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:466178","","Rubiaceae","1","1","wfo,wcvp","",true,2021
"1361","Psychotria prunifolia","1","282192","Psychotria prunifolia","1","species","","","","(Kunth) Steyerm.","Rubiaceae","Psychotria","Psychotria","1","prunifolia","prunifolia","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000287220;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:169352","","Y","Synonym","Palicourea prunifolia","Palicourea prunifolia","(Kunth) Borhidi","1375054","species","http://www.worldfloraonline.org/taxon/wfo-0001427230;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:526482","","Rubiaceae","1","1","wfo,wcvp","",true,2022
"1362","Psychotria trichophoroides","1","282858","Psychotria trichophoroides","1","species","","","","Müll.Arg.","Rubiaceae","Psychotria","Psychotria","1","trichophoroides","trichophoroides","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000287886;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:169989","","Y","Synonym","Palicourea trichophora","Palicourea trichophora","(Müll.Arg.) Delprete & J.H.Kirkbr.","1315775","species","http://www.worldfloraonline.org/taxon/wfo-0001348278;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:526530","","Rubiaceae","1","1","wfo,wcvp","",true,2023
"1363","Pterocarpus violaceus","1","191730","Pterocarpus violaceus","1","species","","","","Vogel","Fabaceae","Pterocarpus","Pterocarpus","1","violaceus","violaceus","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000194882;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2535469","","Y","Synonym","Pterocarpus rohrii","Pterocarpus rohrii","Vahl","191727","species","http://www.worldfloraonline.org/taxon/wfo-0000194879;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2535332","","Fabaceae","1","1","wfo,wcvp","",true,2024
"1364","Pterocephalus hookeri","1","390884","Pterocephalus hookeri","1","species","","","","(C.B.Clarke) E.Pritz.","Caprifoliaceae","Pterocephalus","Pterocephalus","1","hookeri","hookeri","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000396608","","Y","Accepted","Pterocephalus hookeri","Pterocephalus hookeri","(C.B.Clarke) E.Pritz.","390884","species","http://www.worldfloraonline.org/taxon/wfo-0000396608","","Caprifoliaceae","1","1","wfo","",true,2025
"1365","Pterolepis glomerata","1","1066082","Pterolepis glomerata","1","species","","","","(Rottb.) Miq.","Melastomataceae","Pterolepis","Pterolepis","1","glomerata","glomerata","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0001080634;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3023036","","Y","Accepted","Pterolepis glomerata","Pterolepis glomerata","(Rottb.) Miq.","1066082","species","http://www.worldfloraonline.org/taxon/wfo-0001080634;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3023036","","Melastomataceae","1","1","wfo,wcvp","",true,2027
"1366","Pultenaea villosa","1","185264","Pultenaea villosa","1","species","","","","Willd.","Fabaceae","Pultenaea","Pultenaea","1","villosa","villosa","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000187964;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2537509","","Y","Accepted","Pultenaea villosa","Pultenaea villosa","Willd.","185264","species","http://www.worldfloraonline.org/taxon/wfo-0000187964;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2537509","","Fabaceae","1","1","wfo,wcvp","",true,2028
"1367","Puya hamata","1","497835","Puya hamata","1","species","","","","L.B.Sm.","Bromeliaceae","Puya","Puya","1","hamata","hamata","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000504459;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:260055","","Y","Accepted","Puya hamata","Puya hamata","L.B.Sm.","497835","species","http://www.worldfloraonline.org/taxon/wfo-0000504459;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:260055","","Bromeliaceae","1","1","wfo,wcvp","",true,2031
"1368","Pyrola chlorantha","1","390550","Pyrola chlorantha","1","species","","","","Sw.","Ericaceae","Pyrola","Pyrola","1","chlorantha","chlorantha","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000396274;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2410797","","Y","Accepted","Pyrola chlorantha","Pyrola chlorantha","Sw.","390550","species","http://www.worldfloraonline.org/taxon/wfo-0000396274;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2410797","","Ericaceae","1","1","wfo,wcvp","",true,2032
"1369","Pyrola minor","1","390362","Pyrola minor","1","species","","","","L.","Ericaceae","Pyrola","Pyrola","1","minor","minor","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000396086;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2410543","","Y","Accepted","Pyrola minor","Pyrola minor","L.","390362","species","http://www.worldfloraonline.org/taxon/wfo-0000396086;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2410543","","Ericaceae","1","1","wfo,wcvp","",true,2033
"1370","Pyrola rotundifolia","1","390564","Pyrola rotundifolia","1","species","","","","L.","Ericaceae","Pyrola","Pyrola","1","rotundifolia","rotundifolia","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000396288;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2410818","","Y","Accepted","Pyrola rotundifolia","Pyrola rotundifolia","L.","390564","species","http://www.worldfloraonline.org/taxon/wfo-0000396288;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2410818","","Ericaceae","1","1","wfo,wcvp","",true,2034
"1371","Randia itatiaiae","1","828832","Randia itatiaiae","1","species","","","","Silva Neto & Ávila","Rubiaceae","Randia","Randia","1","itatiaiae","itatiaiae","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000837629;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:374936","","Y","Accepted","Randia itatiaiae","Randia itatiaiae","Silva Neto & Ávila","828832","species","http://www.worldfloraonline.org/taxon/wfo-0000837629;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:374936","","Rubiaceae","1","1","wfo,wcvp","",true,2035
"1372","Ranunculus acris","1","455195","Ranunculus acris","1","species","","","","L.","Ranunculaceae","Ranunculus","Ranunculus","1","acris","acris","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000461396;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2524461","","Y","Accepted","Ranunculus acris","Ranunculus acris","L.","455195","species","http://www.worldfloraonline.org/taxon/wfo-0000461396;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2524461","","Ranunculaceae","1","1","wfo,wcvp","",true,2036
"1373","Ranunculus enysii","1","454230","Ranunculus enysii","1","species","","","","Kirk","Ranunculaceae","Ranunculus","Ranunculus","1","enysii","enysii","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000460426;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2523285","","Y","Accepted","Ranunculus enysii","Ranunculus enysii","Kirk","454230","species","http://www.worldfloraonline.org/taxon/wfo-0000460426;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2523285","","Ranunculaceae","1","1","wfo,wcvp","",true,2037
"1374","Ranunculus glacialis","1","454834","Ranunculus glacialis","1","species","","","","L.","Ranunculaceae","Ranunculus","Ranunculus","1","glacialis","glacialis","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000461034;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2524023","","Y","Accepted","Ranunculus glacialis","Ranunculus glacialis","L.","454834","species","http://www.worldfloraonline.org/taxon/wfo-0000461034;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2524023","","Ranunculaceae","1","1","wfo,wcvp","",true,2038
"1375","Ranunculus tanguticus","1","1807625","Ranunculus tanguticus","1","species","","","","K.S.Hao","Ranunculaceae","Ranunculus","Ranunculus","1","tanguticus","tanguticus","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2525521","","Y","Illegitimate","Ranunculus brotherusii var. tanguticus","Ranunculus brotherusii","(Maxim.) Tamura","734004","variety","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2891136","","Ranunculaceae","1","3","wcvp","[HigherTaxa]",true,2041
"1376","Rapanea guianensis","1","398292","Rapanea guianensis","1","species","","","","Aubl.","Primulaceae","Rapanea","Rapanea","1","guianensis","guianensis","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000404111;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2424919","","Y","Synonym","Myrsine guianensis","Myrsine guianensis","(Aubl.) Kuntze","447538","species","http://www.worldfloraonline.org/taxon/wfo-0000453706;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2511870","","Primulaceae","1","1","wfo,wcvp","",true,2042
"1377","Renealmia antillarum","1","503617","Renealmia antillarum","1","species","","","","(Roem. & Schult.) Gagnep.","Zingiberaceae","Renealmia","Renealmia","1","antillarum","antillarum","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000510260","","Y","Synonym","Renealmia jamaicensis","Renealmia jamaicensis","(Gaertn.) Horan.","504046","species","http://www.worldfloraonline.org/taxon/wfo-0000510696","","Zingiberaceae","1","1","wfo","",true,2043
"1378","Rhipsalis neves-armondii","1","393877","Rhipsalis neves-armondii","1","species","","","","K.Schum.","Cactaceae","Rhipsalis","Rhipsalis","1","neves-armondii","neves-armondii","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000399673;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2417452","","Y","Accepted","Rhipsalis neves-armondii","Rhipsalis neves-armondii","K.Schum.","393877","species","http://www.worldfloraonline.org/taxon/wfo-0000399673;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2417452","","Cactaceae","1","1","wfo,wcvp","",true,2045
"1379","Rhododendron championiae","1","1213168","Rhododendron championiae","1","species","","","","Hook.","Ericaceae","Rhododendron","Rhododendron","1","championiae","championiae","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0001229766;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2423730","","Y","Accepted","Rhododendron championiae","Rhododendron championiae","Hook.","1213168","species","http://www.worldfloraonline.org/taxon/wfo-0001229766;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2423730","","Ericaceae","1","1","wfo,wcvp","",true,2046
"1380","Rhododendron cyanocarpum","1","1213113","Rhododendron cyanocarpum","1","species","","","","(Franch.) Franch. ex W.W.Sm.","Ericaceae","Rhododendron","Rhododendron","1","cyanocarpum","cyanocarpum","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0001229711","","Y","Accepted","Rhododendron cyanocarpum","Rhododendron cyanocarpum","(Franch.) Franch. ex W.W.Sm.","1213113","species","http://www.worldfloraonline.org/taxon/wfo-0001229711","","Ericaceae","1","1","wfo","",true,2047
"1381","Rhododendron farrerae","1","395022","Rhododendron farrerae","1","species","","","","Tate ex Sweet","Ericaceae","Rhododendron","Rhododendron","1","farrerae","farrerae","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000400820","","Y","Accepted","Rhododendron farrerae","Rhododendron farrerae","Tate ex Sweet","395022","species","http://www.worldfloraonline.org/taxon/wfo-0000400820","","Ericaceae","1","1","wfo","",true,2049
"1382","Rhododendron ferrugineum","1","395008","Rhododendron ferrugineum","1","species","","","","L.","Ericaceae","Rhododendron","Rhododendron","1","ferrugineum","ferrugineum","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000400806;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2419736","","Y","Accepted","Rhododendron ferrugineum","Rhododendron ferrugineum","L.","395008","species","http://www.worldfloraonline.org/taxon/wfo-0000400806;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2419736","","Ericaceae","1","1","wfo,wcvp","",true,2051
"1383","Rhododendron fortunei","1","1212741","Rhododendron fortunei","1","species","","","","Lindl.","Ericaceae","Rhododendron","Rhododendron","1","fortunei","fortunei","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0001229339;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2419726","","Y","Accepted","Rhododendron fortunei","Rhododendron fortunei","Lindl.","1212741","species","http://www.worldfloraonline.org/taxon/wfo-0001229339;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2419726","","Ericaceae","1","1","wfo,wcvp","",true,2052
"1384","Rhododendron hongkongense","1","1213130","Rhododendron hongkongense","1","species","","","","Hutch.","Ericaceae","Rhododendron","Rhododendron","1","hongkongense","hongkongense","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0001229728;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2419495","","Y","Accepted","Rhododendron hongkongense","Rhododendron hongkongense","Hutch.","1213130","species","http://www.worldfloraonline.org/taxon/wfo-0001229728;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2419495","","Ericaceae","1","1","wfo,wcvp","",true,2053
"1385","Rhododendron longipedicellatum","1","1314818","Rhododendron longipedicellatum","1","species","","","","Lei Cai & Y.P.Ma","Ericaceae","Rhododendron","Rhododendron","1","longipedicellatum","longipedicellatum","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0001347318;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3010256","","Y","Accepted","Rhododendron longipedicellatum","Rhododendron longipedicellatum","Lei Cai & Y.P.Ma","1314818","species","http://www.worldfloraonline.org/taxon/wfo-0001347318;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3010256","","Ericaceae","1","1","wfo,wcvp","",true,2054
"1386","Rhododendron maxiongensis","0.9694502693699","394171","Rhododendron maxiongense","0.9694502693699","species","","","","C.Q.Zhang & D.Paterson","Ericaceae","Rhododendron","Rhododendron","1","maxiongensis","maxiongense","0.83333333333333","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2418015","","","Accepted","Rhododendron maxiongense","Rhododendron maxiongense","C.Q.Zhang & D.Paterson","394171","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2418015","","Ericaceae","1","1","wcvp","",true,2055
"1387","Rhododendron moulmainense","1","1213138","Rhododendron moulmainense","1","species","","","","Hook.","Ericaceae","Rhododendron","Rhododendron","1","moulmainense","moulmainense","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0001229736;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2418569","","Y","Accepted","Rhododendron moulmainense","Rhododendron moulmainense","Hook.","1213138","species","http://www.worldfloraonline.org/taxon/wfo-0001229736;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2418569","","Ericaceae","1","1","wfo,wcvp","",true,2057
