Taxon name,Genus,Family,URL,Reference,Symmetry,Notes,Data source,Rank scored at,Data entered by,Entry date,
Dodonaea amblyophylla,Dodonaea,Sapindaceae,https://profiles.ala.org.au/opus/foa/profile/Dodonaea,Flora of Australia Online (2021),207. Symmetry of perianth (D1): (0) actinomorphic (strictly polysymmetric),"""Flowers actinomorphic""",explicit from the text (described as such),genus,Ruby Stephens,6/1/2021,
Dodonaea barklyana,Dodonaea,Sapindaceae,https://profiles.ala.org.au/opus/foa/profile/Dodonaea,Flora of Australia Online (2021),207. Symmetry of perianth (D1): (0) actinomorphic (strictly polysymmetric),"""Flowers actinomorphic""",explicit from the text (described as such),genus,Ruby Stephens,6/1/2021,
Dodonaea baueri,Dodonaea,Sapindaceae,https://profiles.ala.org.au/opus/foa/profile/Dodonaea,Flora of Australia Online (2021),207. Symmetry of perianth (D1): (0) actinomorphic (strictly polysymmetric),"""Flowers actinomorphic""",explicit from the text (described as such),genus,Ruby Stephens,6/1/2021,
Dodonaea bursariifolia,Dodonaea,Sapindaceae,https://profiles.ala.org.au/opus/foa/profile/Dodonaea,Flora of Australia Online (2021),207. Symmetry of perianth (D1): (0) actinomorphic (strictly polysymmetric),"""Flowers actinomorphic""",explicit from the text (described as such),genus,Ruby Stephens,6/1/2021,
Dodonaea coriacea,Dodonaea,Sapindaceae,https://profiles.ala.org.au/opus/foa/profile/Dodonaea,Flora of Australia Online (2021),207. Symmetry of perianth (D1): (0) actinomorphic (strictly polysymmetric),"""Flowers actinomorphic""",explicit from the text (described as such),genus,Ruby Stephens,6/1/2021,
Dodonaea dodecandra,Dodonaea,Sapindaceae,https://profiles.ala.org.au/opus/foa/profile/Dodonaea,Flora of Australia Online (2021),207. Symmetry of perianth (D1): (0) actinomorphic (strictly polysymmetric),"""Flowers actinomorphic""",explicit from the text (described as such),genus,Ruby Stephens,6/1/2021,
Dodonaea hispidula,Dodonaea,Sapindaceae,https://profiles.ala.org.au/opus/foa/profile/Dodonaea,Flora of Australia Online (2021),207. Symmetry of perianth (D1): (0) actinomorphic (strictly polysymmetric),"""Flowers actinomorphic""",explicit from the text (described as such),genus,Ruby Stephens,6/1/2021,
Dodonaea humilis,Dodonaea,Sapindaceae,https://profiles.ala.org.au/opus/foa/profile/Dodonaea,Flora of Australia Online (2021),207. Symmetry of perianth (D1): (0) actinomorphic (strictly polysymmetric),"""Flowers actinomorphic""",explicit from the text (described as such),genus,Ruby Stephens,6/1/2021,
Dodonaea lobulata,Dodonaea,Sapindaceae,https://profiles.ala.org.au/opus/foa/profile/Dodonaea,Flora of Australia Online (2021),207. Symmetry of perianth (D1): (0) actinomorphic (strictly polysymmetric),"""Flowers actinomorphic""",explicit from the text (described as such),genus,Ruby Stephens,6/1/2021,
Dodonaea malvacea,Dodonaea,Sapindaceae,https://profiles.ala.org.au/opus/foa/profile/Dodonaea,Flora of Australia Online (2021),207. Symmetry of perianth (D1): (0) actinomorphic (strictly polysymmetric),"""Flowers actinomorphic""",explicit from the text (described as such),genus,Ruby Stephens,6/1/2021,
Dodonaea microzyga,Dodonaea,Sapindaceae,https://profiles.ala.org.au/opus/foa/profile/Dodonaea,Flora of Australia Online (2021),207. Symmetry of perianth (D1): (0) actinomorphic (strictly polysymmetric),"""Flowers actinomorphic""",explicit from the text (described as such),genus,Ruby Stephens,6/1/2021,
Dodonaea oxyptera,Dodonaea,Sapindaceae,https://profiles.ala.org.au/opus/foa/profile/Dodonaea,Flora of Australia Online (2021),207. Symmetry of perianth (D1): (0) actinomorphic (strictly polysymmetric),"""Flowers actinomorphic""",explicit from the text (described as such),genus,Ruby Stephens,6/1/2021,
Dodonaea physocarpa,Dodonaea,Sapindaceae,https://profiles.ala.org.au/opus/foa/profile/Dodonaea,Flora of Australia Online (2021),207. Symmetry of perianth (D1): (0) actinomorphic (strictly polysymmetric),"""Flowers actinomorphic""",explicit from the text (described as such),genus,Ruby Stephens,6/1/2021,
Dodonaea polyandra,Dodonaea,Sapindaceae,https://profiles.ala.org.au/opus/foa/profile/Dodonaea,Flora of Australia Online (2021),207. Symmetry of perianth (D1): (0) actinomorphic (strictly polysymmetric),"""Flowers actinomorphic""",explicit from the text (described as such),genus,Ruby Stephens,6/1/2021,
Dodonaea stenozyga,Dodonaea,Sapindaceae,https://profiles.ala.org.au/opus/foa/profile/Dodonaea,Flora of Australia Online (2021),207. Symmetry of perianth (D1): (0) actinomorphic (strictly polysymmetric),"""Flowers actinomorphic""",explicit from the text (described as such),genus,Ruby Stephens,6/1/2021,
Planchonella arnhemica,Planchonella,Sapotaceae,http://eflora.nt.gov.au/factsheet?id=5391,Flora of the Northern Territory Online (2021),207. Symmetry of perianth (D1): (5) actinomorphic (general),,guessed from the illustration,species,Ruby Stephens,29/1/2021,
Planchonella pohlmaniana,Planchonella,Sapotaceae,https://profiles.ala.org.au/opus/foa/profile/Sapotaceae,Flora of Australia Online (2021),207. Symmetry of perianth (D1): (5) actinomorphic (general),"""Flowers actinomorphic""",explicit from the text (described as such),family,Ruby Stephens,29/1/2021,
Sersalisia sericea,Sersalisia,Sapotaceae,https://florabase.dpaw.wa.gov.au/browse/profile/31172,Flora of Western Australia Online (FloraBase) (2021),207. Symmetry of perianth (D1): (0) actinomorphic (strictly polysymmetric),,guessed from the illustration,species,Ruby Stephens,29/1/2021,
Sersalisia unmackiana,Sersalisia,Sapotaceae,https://profiles.ala.org.au/opus/foa/profile/Sapotaceae,Flora of Australia Online (2021),207. Symmetry of perianth (D1): (5) actinomorphic (general),"""Flowers actinomorphic""",explicit from the text (described as such),family,Ruby Stephens,29/1/2021,
Eremophila alternifolia,Eremophila,Scrophulariaceae,https://florabase.dpaw.wa.gov.au/browse/profile/22098,Flora of Western Australia Online (FloraBase) (2020),207. Symmetry of perianth (D1): (2) zygomorphic,"""Flowers...weakly to strongly zygomorphic"", also checked with Bevan Buirchell and was advised that there was only one exception to zygomorphy in Eremophila, the species Eremophila deserti",explicit from the text (described as such),genus,Ruby Stephens,6/1/2021,
Eremophila bignoniiflora,Eremophila,Scrophulariaceae,https://florabase.dpaw.wa.gov.au/browse/profile/22098,Flora of Western Australia Online (FloraBase) (2020),207. Symmetry of perianth (D1): (2) zygomorphic,"""Flowers...weakly to strongly zygomorphic"", also checked with Bevan Buirchell and was advised that there was only one exception to zygomorphy in Eremophila, the species Eremophila deserti",explicit from the text (described as such),genus,Ruby Stephens,6/1/2021,
Eremophila bowmanii,Eremophila,Scrophulariaceae,https://florabase.dpaw.wa.gov.au/browse/profile/22098,Flora of Western Australia Online (FloraBase) (2020),207. Symmetry of perianth (D1): (2) zygomorphic,"""Flowers...weakly to strongly zygomorphic"", also checked with Bevan Buirchell and was advised that there was only one exception to zygomorphy in Eremophila, the species Eremophila deserti",explicit from the text (described as such),genus,Ruby Stephens,6/1/2021,
Eremophila caespitosa,Eremophila,Scrophulariaceae,https://florabase.dpaw.wa.gov.au/browse/profile/22098,Flora of Western Australia Online (FloraBase) (2020),207. Symmetry of perianth (D1): (2) zygomorphic,"""Flowers...weakly to strongly zygomorphic"", also checked with Bevan Buirchell and was advised that there was only one exception to zygomorphy in Eremophila, the species Eremophila deserti",explicit from the text (described as such),genus,Ruby Stephens,6/1/2021,
Eremophila caperata,Eremophila,Scrophulariaceae,https://florabase.dpaw.wa.gov.au/browse/profile/22098,Flora of Western Australia Online (FloraBase) (2020),207. Symmetry of perianth (D1): (2) zygomorphic,"""Flowers...weakly to strongly zygomorphic"", also checked with Bevan Buirchell and was advised that there was only one exception to zygomorphy in Eremophila, the species Eremophila deserti",explicit from the text (described as such),genus,Ruby Stephens,6/1/2021,
Eremophila clarkei,Eremophila,Scrophulariaceae,https://florabase.dpaw.wa.gov.au/browse/profile/22098,Flora of Western Australia Online (FloraBase) (2020),207. Symmetry of perianth (D1): (2) zygomorphic,"""Flowers...weakly to strongly zygomorphic"", also checked with Bevan Buirchell and was advised that there was only one exception to zygomorphy in Eremophila, the species Eremophila deserti",explicit from the text (described as such),genus,Ruby Stephens,6/1/2021,
Eremophila cordatisepala,Eremophila,Scrophulariaceae,https://florabase.dpaw.wa.gov.au/browse/profile/22098,Flora of Western Australia Online (FloraBase) (2020),207. Symmetry of perianth (D1): (2) zygomorphic,"""Flowers...weakly to strongly zygomorphic"", also checked with Bevan Buirchell and was advised that there was only one exception to zygomorphy in Eremophila, the species Eremophila deserti",explicit from the text (described as such),genus,Ruby Stephens,6/1/2021,
Eremophila cuneifolia,Eremophila,Scrophulariaceae,https://florabase.dpaw.wa.gov.au/browse/profile/22098,Flora of Western Australia Online (FloraBase) (2020),207. Symmetry of perianth (D1): (2) zygomorphic,"""Flowers...weakly to strongly zygomorphic"", also checked with Bevan Buirchell and was advised that there was only one exception to zygomorphy in Eremophila, the species Eremophila deserti",explicit from the text (described as such),genus,Ruby Stephens,6/1/2021,
Eremophila debilis,Eremophila,Scrophulariaceae,https://florabase.dpaw.wa.gov.au/browse/profile/22098,Flora of Western Australia Online (FloraBase) (2020),207. Symmetry of perianth (D1): (2) zygomorphic,"""Flowers...weakly to strongly zygomorphic"", also checked with Bevan Buirchell and was advised that there was only one exception to zygomorphy in Eremophila, the species Eremophila deserti",explicit from the text (described as such),genus,Ruby Stephens,6/1/2021,
Eremophila decipiens,Eremophila,Scrophulariaceae,https://florabase.dpaw.wa.gov.au/browse/profile/22098,Flora of Western Australia Online (FloraBase) (2020),207. Symmetry of perianth (D1): (2) zygomorphic,"""Flowers...weakly to strongly zygomorphic"", also checked with Bevan Buirchell and was advised that there was only one exception to zygomorphy in Eremophila, the species Eremophila deserti",explicit from the text (described as such),genus,Ruby Stephens,6/1/2021,
Eremophila dempsteri,Eremophila,Scrophulariaceae,https://florabase.dpaw.wa.gov.au/browse/profile/22098,Flora of Western Australia Online (FloraBase) (2020),207. Symmetry of perianth (D1): (2) zygomorphic,"""Flowers...weakly to strongly zygomorphic"", also checked with Bevan Buirchell and was advised that there was only one exception to zygomorphy in Eremophila, the species Eremophila deserti",explicit from the text (described as such),genus,Ruby Stephens,6/1/2021,
Eremophila deserti,Eremophila,Scrophulariaceae,https://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&lvl=sp&name=Eremophila~deserti,Flora of NSW Online (PlantNET) (2020),207. Symmetry of perianth (D1): (0) actinomorphic (strictly polysymmetric),"Advised by Bevan Buirchell that Eremophila deserti was the one exception to zygomorphy in Eremophila ""Eremophila deserti, which looks like a Myoporum but keys out in the Eremophila genus""",guessed from the illustration,species,Ruby Stephens,6/1/2021,
Eremophila drummondii,Eremophila,Scrophulariaceae,https://florabase.dpaw.wa.gov.au/browse/profile/22098,Flora of Western Australia Online (FloraBase) (2020),207. Symmetry of perianth (D1): (2) zygomorphic,"""Flowers...weakly to strongly zygomorphic"", also checked with Bevan Buirchell and was advised that there was only one exception to zygomorphy in Eremophila, the species Eremophila deserti",explicit from the text (described as such),genus,Ruby Stephens,6/1/2021,
Eremophila duttonii,Eremophila,Scrophulariaceae,https://florabase.dpaw.wa.gov.au/browse/profile/22098,Flora of Western Australia Online (FloraBase) (2020),207. Symmetry of perianth (D1): (2) zygomorphic,"""Flowers...weakly to strongly zygomorphic"", also checked with Bevan Buirchell and was advised that there was only one exception to zygomorphy in Eremophila, the species Eremophila deserti",explicit from the text (described as such),genus,Ruby Stephens,6/1/2021,
Eremophila exilifolia,Eremophila,Scrophulariaceae,https://florabase.dpaw.wa.gov.au/browse/profile/22098,Flora of Western Australia Online (FloraBase) (2020),207. Symmetry of perianth (D1): (2) zygomorphic,"""Flowers...weakly to strongly zygomorphic"", also checked with Bevan Buirchell and was advised that there was only one exception to zygomorphy in Eremophila, the species Eremophila deserti",explicit from the text (described as such),genus,Ruby Stephens,22/4/2021,
Eremophila fallax,Eremophila,Scrophulariaceae,https://florabase.dpaw.wa.gov.au/browse/profile/22098,Flora of Western Australia Online (FloraBase) (2020),207. Symmetry of perianth (D1): (2) zygomorphic,"""Flowers...weakly to strongly zygomorphic"", also checked with Bevan Buirchell and was advised that there was only one exception to zygomorphy in Eremophila, the species Eremophila deserti",explicit from the text (described as such),genus,Ruby Stephens,6/1/2021,
Eremophila forrestii,Eremophila,Scrophulariaceae,https://florabase.dpaw.wa.gov.au/browse/profile/22098,Flora of Western Australia Online (FloraBase) (2020),207. Symmetry of perianth (D1): (2) zygomorphic,"""Flowers...weakly to strongly zygomorphic"", also checked with Bevan Buirchell and was advised that there was only one exception to zygomorphy in Eremophila, the species Eremophila deserti",explicit from the text (described as such),genus,Ruby Stephens,6/1/2021,
Eremophila freelingii,Eremophila,Scrophulariaceae,https://florabase.dpaw.wa.gov.au/browse/profile/22098,Flora of Western Australia Online (FloraBase) (2020),207. Symmetry of perianth (D1): (2) zygomorphic,"""Flowers...weakly to strongly zygomorphic"", also checked with Bevan Buirchell and was advised that there was only one exception to zygomorphy in Eremophila, the species Eremophila deserti",explicit from the text (described as such),genus,Ruby Stephens,6/1/2021,
Eremophila gilesii,Eremophila,Scrophulariaceae,https://florabase.dpaw.wa.gov.au/browse/profile/22098,Flora of Western Australia Online (FloraBase) (2020),207. Symmetry of perianth (D1): (2) zygomorphic,"""Flowers...weakly to strongly zygomorphic"", also checked with Bevan Buirchell and was advised that there was only one exception to zygomorphy in Eremophila, the species Eremophila deserti",explicit from the text (described as such),genus,Ruby Stephens,6/1/2021,
Eremophila glabra,Eremophila,Scrophulariaceae,https://florabase.dpaw.wa.gov.au/browse/profile/22098,Flora of Western Australia Online (FloraBase) (2020),207. Symmetry of perianth (D1): (2) zygomorphic,"""Flowers...weakly to strongly zygomorphic"", also checked with Bevan Buirchell and was advised that there was only one exception to zygomorphy in Eremophila, the species Eremophila deserti",explicit from the text (described as such),genus,Ruby Stephens,6/1/2021,
Eremophila goodwinii,Eremophila,Scrophulariaceae,https://florabase.dpaw.wa.gov.au/browse/profile/22098,Flora of Western Australia Online (FloraBase) (2020),207. Symmetry of perianth (D1): (2) zygomorphic,"""Flowers...weakly to strongly zygomorphic"", also checked with Bevan Buirchell and was advised that there was only one exception to zygomorphy in Eremophila, the species Eremophila deserti",explicit from the text (described as such),genus,Ruby Stephens,6/1/2021,
Eremophila granitica,Eremophila,Scrophulariaceae,https://florabase.dpaw.wa.gov.au/browse/profile/22098,Flora of Western Australia Online (FloraBase) (2020),207. Symmetry of perianth (D1): (2) zygomorphic,"""Flowers...weakly to strongly zygomorphic"", also checked with Bevan Buirchell and was advised that there was only one exception to zygomorphy in Eremophila, the species Eremophila deserti",explicit from the text (described as such),genus,Ruby Stephens,6/1/2021,
Eremophila hygrophana,Eremophila,Scrophulariaceae,https://florabase.dpaw.wa.gov.au/browse/profile/22098,Flora of Western Australia Online (FloraBase) (2020),207. Symmetry of perianth (D1): (2) zygomorphic,"""Flowers...weakly to strongly zygomorphic"", also checked with Bevan Buirchell and was advised that there was only one exception to zygomorphy in Eremophila, the species Eremophila deserti",explicit from the text (described as such),genus,Ruby Stephens,6/1/2021,
Eremophila interstans,Eremophila,Scrophulariaceae,https://florabase.dpaw.wa.gov.au/browse/profile/22098,Flora of Western Australia Online (FloraBase) (2020),207. Symmetry of perianth (D1): (2) zygomorphic,"""Flowers...weakly to strongly zygomorphic"", also checked with Bevan Buirchell and was advised that there was only one exception to zygomorphy in Eremophila, the species Eremophila deserti",explicit from the text (described as such),genus,Ruby Stephens,6/1/2021,
Eremophila ionantha,Eremophila,Scrophulariaceae,https://florabase.dpaw.wa.gov.au/browse/profile/22098,Flora of Western Australia Online (FloraBase) (2020),207. Symmetry of perianth (D1): (2) zygomorphic,"""Flowers...weakly to strongly zygomorphic"", also checked with Bevan Buirchell and was advised that there was only one exception to zygomorphy in Eremophila, the species Eremophila deserti",explicit from the text (described as such),genus,Ruby Stephens,6/1/2021,
Eremophila jucunda,Eremophila,Scrophulariaceae,https://florabase.dpaw.wa.gov.au/browse/profile/22098,Flora of Western Australia Online (FloraBase) (2020),207. Symmetry of perianth (D1): (2) zygomorphic,"""Flowers...weakly to strongly zygomorphic"", also checked with Bevan Buirchell and was advised that there was only one exception to zygomorphy in Eremophila, the species Eremophila deserti",explicit from the text (described as such),genus,Ruby Stephens,6/1/2021,
Eremophila lanceolata,Eremophila,Scrophulariaceae,https://florabase.dpaw.wa.gov.au/browse/profile/22098,Flora of Western Australia Online (FloraBase) (2020),207. Symmetry of perianth (D1): (2) zygomorphic,"""Flowers...weakly to strongly zygomorphic"", also checked with Bevan Buirchell and was advised that there was only one exception to zygomorphy in Eremophila, the species Eremophila deserti",explicit from the text (described as such),genus,Ruby Stephens,6/1/2021,
Eremophila latrobei,Eremophila,Scrophulariaceae,https://florabase.dpaw.wa.gov.au/browse/profile/22098,Flora of Western Australia Online (FloraBase) (2020),207. Symmetry of perianth (D1): (2) zygomorphic,"""Flowers...weakly to strongly zygomorphic"", also checked with Bevan Buirchell and was advised that there was only one exception to zygomorphy in Eremophila, the species Eremophila deserti",explicit from the text (described as such),genus,Ruby Stephens,6/1/2021,
Eremophila longifolia,Eremophila,Scrophulariaceae,https://florabase.dpaw.wa.gov.au/browse/profile/22098,Flora of Western Australia Online (FloraBase) (2020),207. Symmetry of perianth (D1): (2) zygomorphic,"""Flowers...weakly to strongly zygomorphic"", also checked with Bevan Buirchell and was advised that there was only one exception to zygomorphy in Eremophila, the species Eremophila deserti",explicit from the text (described as such),genus,Ruby Stephens,6/1/2021,
Eremophila macdonnellii,Eremophila,Scrophulariaceae,https://florabase.dpaw.wa.gov.au/browse/profile/22098,Flora of Western Australia Online (FloraBase) (2020),207. Symmetry of perianth (D1): (2) zygomorphic,"""Flowers...weakly to strongly zygomorphic"", also checked with Bevan Buirchell and was advised that there was only one exception to zygomorphy in Eremophila, the species Eremophila deserti",explicit from the text (described as such),genus,Ruby Stephens,6/1/2021,
Eremophila macmillaniana,Eremophila,Scrophulariaceae,https://florabase.dpaw.wa.gov.au/browse/profile/22098,Flora of Western Australia Online (FloraBase) (2020),207. Symmetry of perianth (D1): (2) zygomorphic,"""Flowers...weakly to strongly zygomorphic"", also checked with Bevan Buirchell and was advised that there was only one exception to zygomorphy in Eremophila, the species Eremophila deserti",explicit from the text (described as such),genus,Ruby Stephens,22/4/2021,
Eremophila maculata,Eremophila,Scrophulariaceae,https://florabase.dpaw.wa.gov.au/browse/profile/22098,Flora of Western Australia Online (FloraBase) (2020),207. Symmetry of perianth (D1): (2) zygomorphic,"""Flowers...weakly to strongly zygomorphic"", also checked with Bevan Buirchell and was advised that there was only one exception to zygomorphy in Eremophila, the species Eremophila deserti",explicit from the text (described as such),genus,Ruby Stephens,6/1/2021,
Eremophila maitlandii,Eremophila,Scrophulariaceae,https://florabase.dpaw.wa.gov.au/browse/profile/22098,Flora of Western Australia Online (FloraBase) (2020),207. Symmetry of perianth (D1): (2) zygomorphic,"""Flowers...weakly to strongly zygomorphic"", also checked with Bevan Buirchell and was advised that there was only one exception to zygomorphy in Eremophila, the species Eremophila deserti",explicit from the text (described as such),genus,Ruby Stephens,6/1/2021,
Eremophila margarethae,Eremophila,Scrophulariaceae,https://florabase.dpaw.wa.gov.au/browse/profile/22098,Flora of Western Australia Online (FloraBase) (2020),207. Symmetry of perianth (D1): (2) zygomorphic,"""Flowers...weakly to strongly zygomorphic"", also checked with Bevan Buirchell and was advised that there was only one exception to zygomorphy in Eremophila, the species Eremophila deserti",explicit from the text (described as such),genus,Ruby Stephens,6/1/2021,
Eremophila mitchellii,Eremophila,Scrophulariaceae,https://florabase.dpaw.wa.gov.au/browse/profile/22098,Flora of Western Australia Online (FloraBase) (2020),207. Symmetry of perianth (D1): (2) zygomorphic,"""Flowers...weakly to strongly zygomorphic"", also checked with Bevan Buirchell and was advised that there was only one exception to zygomorphy in Eremophila, the species Eremophila deserti",explicit from the text (described as such),genus,Ruby Stephens,6/1/2021,
Eremophila obovata,Eremophila,Scrophulariaceae,https://florabase.dpaw.wa.gov.au/browse/profile/22098,Flora of Western Australia Online (FloraBase) (2020),207. Symmetry of perianth (D1): (2) zygomorphic,"""Flowers...weakly to strongly zygomorphic"", also checked with Bevan Buirchell and was advised that there was only one exception to zygomorphy in Eremophila, the species Eremophila deserti",explicit from the text (described as such),genus,Ruby Stephens,6/1/2021,
Eremophila oldfieldii,Eremophila,Scrophulariaceae,https://florabase.dpaw.wa.gov.au/browse/profile/22098,Flora of Western Australia Online (FloraBase) (2020),207. Symmetry of perianth (D1): (2) zygomorphic,"""Flowers...weakly to strongly zygomorphic"", also checked with Bevan Buirchell and was advised that there was only one exception to zygomorphy in Eremophila, the species Eremophila deserti",explicit from the text (described as such),genus,Ruby Stephens,6/1/2021,
Eremophila oppositifolia,Eremophila,Scrophulariaceae,https://florabase.dpaw.wa.gov.au/browse/profile/22098,Flora of Western Australia Online (FloraBase) (2020),207. Symmetry of perianth (D1): (2) zygomorphic,"""Flowers...weakly to strongly zygomorphic"", also checked with Bevan Buirchell and was advised that there was only one exception to zygomorphy in Eremophila, the species Eremophila deserti",explicit from the text (described as such),genus,Ruby Stephens,6/1/2021,
Eremophila pantonii,Eremophila,Scrophulariaceae,https://florabase.dpaw.wa.gov.au/browse/profile/22098,Flora of Western Australia Online (FloraBase) (2020),207. Symmetry of perianth (D1): (2) zygomorphic,"""Flowers...weakly to strongly zygomorphic"", also checked with Bevan Buirchell and was advised that there was only one exception to zygomorphy in Eremophila, the species Eremophila deserti",explicit from the text (described as such),genus,Ruby Stephens,6/1/2021,
Eremophila phyllopoda,Eremophila,Scrophulariaceae,https://florabase.dpaw.wa.gov.au/browse/profile/22098,Flora of Western Australia Online (FloraBase) (2020),207. Symmetry of perianth (D1): (2) zygomorphic,"""Flowers...weakly to strongly zygomorphic"", also checked with Bevan Buirchell and was advised that there was only one exception to zygomorphy in Eremophila, the species Eremophila deserti",explicit from the text (described as such),genus,Ruby Stephens,22/4/2021,
Eremophila platycalyx,Eremophila,Scrophulariaceae,https://florabase.dpaw.wa.gov.au/browse/profile/22098,Flora of Western Australia Online (FloraBase) (2020),207. Symmetry of perianth (D1): (2) zygomorphic,"""Flowers...weakly to strongly zygomorphic"", also checked with Bevan Buirchell and was advised that there was only one exception to zygomorphy in Eremophila, the species Eremophila deserti",explicit from the text (described as such),genus,Ruby Stephens,22/4/2021,
Eremophila platythamnos,Eremophila,Scrophulariaceae,https://florabase.dpaw.wa.gov.au/browse/profile/22098,Flora of Western Australia Online (FloraBase) (2020),207. Symmetry of perianth (D1): (2) zygomorphic,"""Flowers...weakly to strongly zygomorphic"", also checked with Bevan Buirchell and was advised that there was only one exception to zygomorphy in Eremophila, the species Eremophila deserti",explicit from the text (described as such),genus,Ruby Stephens,6/1/2021,
Eremophila saligna,Eremophila,Scrophulariaceae,https://florabase.dpaw.wa.gov.au/browse/profile/22098,Flora of Western Australia Online (FloraBase) (2020),207. Symmetry of perianth (D1): (2) zygomorphic,"""Flowers...weakly to strongly zygomorphic"", also checked with Bevan Buirchell and was advised that there was only one exception to zygomorphy in Eremophila, the species Eremophila deserti",explicit from the text (described as such),genus,Ruby Stephens,6/1/2021,
Eremophila scoparia,Eremophila,Scrophulariaceae,https://florabase.dpaw.wa.gov.au/browse/profile/22098,Flora of Western Australia Online (FloraBase) (2020),207. Symmetry of perianth (D1): (2) zygomorphic,"""Flowers...weakly to strongly zygomorphic"", also checked with Bevan Buirchell and was advised that there was only one exception to zygomorphy in Eremophila, the species Eremophila deserti",explicit from the text (described as such),genus,Ruby Stephens,6/1/2021,
Eremophila serrulata,Eremophila,Scrophulariaceae,https://florabase.dpaw.wa.gov.au/browse/profile/22098,Flora of Western Australia Online (FloraBase) (2020),207. Symmetry of perianth (D1): (2) zygomorphic,"""Flowers...weakly to strongly zygomorphic"", also checked with Bevan Buirchell and was advised that there was only one exception to zygomorphy in Eremophila, the species Eremophila deserti",explicit from the text (described as such),genus,Ruby Stephens,6/1/2021,
Eremophila spuria,Eremophila,Scrophulariaceae,https://florabase.dpaw.wa.gov.au/browse/profile/22098,Flora of Western Australia Online (FloraBase) (2020),207. Symmetry of perianth (D1): (2) zygomorphic,"""Flowers...weakly to strongly zygomorphic"", also checked with Bevan Buirchell and was advised that there was only one exception to zygomorphy in Eremophila, the species Eremophila deserti",explicit from the text (described as such),genus,Ruby Stephens,6/1/2021,
Eremophila sturtii,Eremophila,Scrophulariaceae,https://florabase.dpaw.wa.gov.au/browse/profile/22098,Flora of Western Australia Online (FloraBase) (2020),207. Symmetry of perianth (D1): (2) zygomorphic,"""Flowers...weakly to strongly zygomorphic"", also checked with Bevan Buirchell and was advised that there was only one exception to zygomorphy in Eremophila, the species Eremophila deserti",explicit from the text (described as such),genus,Ruby Stephens,6/1/2021,
Eremophila willsii,Eremophila,Scrophulariaceae,https://florabase.dpaw.wa.gov.au/browse/profile/22098,Flora of Western Australia Online (FloraBase) (2020),207. Symmetry of perianth (D1): (2) zygomorphic,"""Flowers...weakly to strongly zygomorphic"", also checked with Bevan Buirchell and was advised that there was only one exception to zygomorphy in Eremophila, the species Eremophila deserti",explicit from the text (described as such),genus,Ruby Stephens,6/1/2021,
Eremophila youngii,Eremophila,Scrophulariaceae,https://florabase.dpaw.wa.gov.au/browse/profile/22098,Flora of Western Australia Online (FloraBase) (2020),207. Symmetry of perianth (D1): (2) zygomorphic,"""Flowers...weakly to strongly zygomorphic"", also checked with Bevan Buirchell and was advised that there was only one exception to zygomorphy in Eremophila, the species Eremophila deserti",explicit from the text (described as such),genus,Ruby Stephens,6/1/2021,
Euphrasia collina,Euphrasia,Scrophulariaceae,https://vicflora.rbg.vic.gov.au/flora/taxon/6c0ef166-f3b0-4686-b2e4-a1f6d7a46376,Flora of Victoria Online (VicFlora) (2020),207. Symmetry of perianth (D1): (2) zygomorphic,,guessed from the illustration,species,Ruby Stephens,5/1/2021,
Myoporum acuminatum,Myoporum,Scrophulariaceae,https://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&lvl=gn&name=Myoporum,Flora of NSW Online (PlantNET) (2020),207. Symmetry of perianth (D1): (5) actinomorphic (general),"Myoporum genus ""± actinomorphic"". Other sources describe as mildly zygomorphic, review of images for species in data set suggests flowers functionally actinomorphic, though they are often not perfectly radially symmetrical.",interpreted from the text,genus,Ruby Stephens,7/1/2021,
Myoporum insulare,Myoporum,Scrophulariaceae,https://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&lvl=gn&name=Myoporum,Flora of NSW Online (PlantNET) (2020),207. Symmetry of perianth (D1): (5) actinomorphic (general),"Myoporum genus ""± actinomorphic"". Other sources describe as mildly zygomorphic, review of images for species in data set suggests flowers functionally actinomorphic, though they are often not perfectly radially symmetrical.",interpreted from the text,genus,Ruby Stephens,7/1/2021,
Myoporum montanum,Myoporum,Scrophulariaceae,https://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&lvl=gn&name=Myoporum,Flora of NSW Online (PlantNET) (2020),207. Symmetry of perianth (D1): (5) actinomorphic (general),"Myoporum genus ""± actinomorphic"". Other sources describe as mildly zygomorphic, review of images for species in data set suggests flowers functionally actinomorphic, though they are often not perfectly radially symmetrical.",interpreted from the text,genus,Ruby Stephens,7/1/2021,
Myoporum parvifolium,Myoporum,Scrophulariaceae,https://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&lvl=gn&name=Myoporum,Flora of NSW Online (PlantNET) (2020),207. Symmetry of perianth (D1): (5) actinomorphic (general),"Myoporum genus ""± actinomorphic"". Other sources describe as mildly zygomorphic, review of images for species in data set suggests flowers functionally actinomorphic, though they are often not perfectly radially symmetrical.",interpreted from the text,genus,Ruby Stephens,7/1/2021,
